num,District Name,Full Name,Party,Percent Votes,fullname_w,party_w,percentvotes_w
35028,Etobicoke--Lakeshore,James Maloney,Liberal,53.7,James James,Liberal,53.7
35028,Etobicoke--Lakeshore,Janice Murray,Marxist-Leninist,0.3,James James,Liberal,53.7
35028,Etobicoke--Lakeshore,Angela Salewsky,Green Party,2.3,James James,Liberal,53.7
35028,Etobicoke--Lakeshore,Phil Trotter,NDP-New Democratic Party,10.9,James James,Liberal,53.7
35028,Etobicoke--Lakeshore,Bernard Trottier,Conservative,32.4,James James,Liberal,53.7
35028,Etobicoke--Lakeshore,Liz White,Animal Alliance/Environment Voters,0.4,James James,Liberal,53.7
35029,Etobicoke North,Akhtar Ayub,Green Party,1.2,Kirsty Kirsty,Liberal,62.4
35029,Etobicoke North,Toyin Dada,Conservative,23.0,Kirsty Kirsty,Liberal,62.4
35029,Etobicoke North,Anna Di Carlo,Marxist-Leninist,0.6,Kirsty Kirsty,Liberal,62.4
35029,Etobicoke North,Kirsty Duncan,Liberal,62.4,Kirsty Kirsty,Liberal,62.4
35029,Etobicoke North,Faisal Hassan,NDP-New Democratic Party,12.4,Kirsty Kirsty,Liberal,62.4
35029,Etobicoke North,George Szebik,No Affiliation,0.4,Kirsty Kirsty,Liberal,62.4
35030,Flamborough--Glanbrook,Mike DiLivio,NDP-New Democratic Party,14.0,David David,Conservative,43.5
35030,Flamborough--Glanbrook,Jennifer Stebbing,Liberal,39.1,David David,Conservative,43.5
35030,Flamborough--Glanbrook,David Sweet,Conservative,43.5,David David,Conservative,43.5
35030,Flamborough--Glanbrook,David Allan Urquhart,Green Party,3.4,David David,Conservative,43.5
35031,Glengarry--Prescott--Russell,Jean-Serge Brisson,Libertarian,0.6,Francis Francis,Liberal,53.3
35031,Glengarry--Prescott--Russell,Francis Drouin,Liberal,53.3,Francis Francis,Liberal,53.3
35031,Glengarry--Prescott--Russell,Normand Laurin,NDP-New Democratic Party,7.9,Francis Francis,Liberal,53.3
35031,Glengarry--Prescott--Russell,Pierre Lemieux,Conservative,36.4,Francis Francis,Liberal,53.3
35031,Glengarry--Prescott--Russell,Genevieve Malouin-Diraddo,Green Party,1.8,Francis Francis,Liberal,53.3
35032,Guelph,Tristan Dineen,Communist,0.2,Lloyd Lloyd,Liberal,49.1
35032,Guelph,Alexander Fekri,Libertarian,0.7,Lloyd Lloyd,Liberal,49.1
35032,Guelph,Kornelis Klevering,Radical Marijuana,0.3,Lloyd Lloyd,Liberal,49.1
35032,Guelph,Gloria Kovach,Conservative,26.3,Lloyd Lloyd,Liberal,49.1
35032,Guelph,Lloyd Longfield,Liberal,49.1,Lloyd Lloyd,Liberal,49.1
35032,Guelph,Gord Miller,Green Party,11.3,Lloyd Lloyd,Liberal,49.1
35032,Guelph,Andrew Seagram,NDP-New Democratic Party,12.0,Lloyd Lloyd,Liberal,49.1
35033,Haldimand--Norfolk,Leslie Bory,Independent,0.3,Diane Diane,Conservative,44.1
35033,Haldimand--Norfolk,Dave Bylsma,Christian Heritage Party,1.6,Diane Diane,Conservative,44.1
35033,Haldimand--Norfolk,Wayne Ettinger,Green Party,3.3,Diane Diane,Conservative,44.1
35033,Haldimand--Norfolk,Diane Finley,Conservative,44.1,Diane Diane,Conservative,44.1
35033,Haldimand--Norfolk,John Harris,NDP-New Democratic Party,13.6,Diane Diane,Conservative,44.1
35033,Haldimand--Norfolk,Joan Mouland,Liberal,36.6,Diane Diane,Conservative,44.1
35033,Haldimand--Norfolk,Dustin Wakeford,Independent,0.5,Diane Diane,Conservative,44.1
35034,Haliburton--Kawartha Lakes--Brock,Bill MacCallum,Green Party,4.0,Jamie Jamie,Conservative,44.8
35034,Haliburton--Kawartha Lakes--Brock,David Marquis,Liberal,31.8,Jamie Jamie,Conservative,44.8
35034,Haliburton--Kawartha Lakes--Brock,Mike Perry,NDP-New Democratic Party,19.4,Jamie Jamie,Conservative,44.8
35034,Haliburton--Kawartha Lakes--Brock,Jamie Schmale,Conservative,44.8,Jamie Jamie,Conservative,44.8
35035,Hamilton Centre,Maria Anastasiou,Independent,0.5,David David,NDP-New Democratic Party,45.6
35035,Hamilton Centre,Michael James Baldasaro,Radical Marijuana,0.8,David David,NDP-New Democratic Party,45.6
35035,Hamilton Centre,David Christopherson,NDP-New Democratic Party,45.6,David David,NDP-New Democratic Party,45.6
35035,Hamilton Centre,Yonatan Rozenszajn,Conservative,14.6,David David,NDP-New Democratic Party,45.6
35035,Hamilton Centre,Ute Schmid-Jones,Green Party,4.3,David David,NDP-New Democratic Party,45.6
35035,Hamilton Centre,Anne Tennier,Liberal,33.4,David David,NDP-New Democratic Party,45.6
35035,Hamilton Centre,Rob Young,Libertarian,0.8,David David,NDP-New Democratic Party,45.6
35036,Hamilton East--Stoney Creek,Bob Bratina,Liberal,39.0,Bob Bob,Liberal,39.0
35036,Hamilton East--Stoney Creek,Diane Bubanko,Conservative,25.3,Bob Bob,Liberal,39.0
35036,Hamilton East--Stoney Creek,Erin Davis,Green Party,2.6,Bob Bob,Liberal,39.0
35036,Hamilton East--Stoney Creek,Wendell Fields,Marxist-Leninist,0.1,Bob Bob,Liberal,39.0
35036,Hamilton East--Stoney Creek,Bob Mann,Communist,0.3,Bob Bob,Liberal,39.0
35036,Hamilton East--Stoney Creek,Wayne Marston,NDP-New Democratic Party,32.7,Bob Bob,Liberal,39.0
35037,Hamilton Mountain,Raheem Aman,Green Party,2.5,Scott Scott,NDP-New Democratic Party,35.9
35037,Hamilton Mountain,Shaun Burt,Liberal,33.5,Scott Scott,NDP-New Democratic Party,35.9
35037,Hamilton Mountain,Andrew James Caton,Libertarian,1.5,Scott Scott,NDP-New Democratic Party,35.9
35037,Hamilton Mountain,Scott Duvall,NDP-New Democratic Party,35.9,Scott Scott,NDP-New Democratic Party,35.9
35037,Hamilton Mountain,Jim Enos,Christian Heritage Party,0.9,Scott Scott,NDP-New Democratic Party,35.9
35037,Hamilton Mountain,Al Miles,Conservative,25.7,Scott Scott,NDP-New Democratic Party,35.9
35038,Hamilton West--Ancaster--Dundas,Alex Johnstone,NDP-New Democratic Party,16.3,Filomena Filomena,Liberal,47.7
35038,Hamilton West--Ancaster--Dundas,Peter Ormond,Green Party,4.2,Filomena Filomena,Liberal,47.7
35038,Hamilton West--Ancaster--Dundas,Vincent Samuel,Conservative,31.8,Filomena Filomena,Liberal,47.7
35038,Hamilton West--Ancaster--Dundas,Filomena Tassi,Liberal,47.7,Filomena Filomena,Liberal,47.7
35039,Hastings--Lennox and Addington,Betty Bannon,NDP-New Democratic Party,12.7,Mike Mike,Liberal,42.4
35039,Hastings--Lennox and Addington,Mike Bossio,Liberal,42.4,Mike Mike,Liberal,42.4
35039,Hastings--Lennox and Addington,Daryl Kramp,Conservative,41.9,Mike Mike,Liberal,42.4
35039,Hastings--Lennox and Addington,Cam Mather,Green Party,2.9,Mike Mike,Liberal,42.4
35040,Huron--Bruce,Gerard Creces,NDP-New Democratic Party,13.0,Ben Ben,Conservative,44.9
35040,Huron--Bruce,Ben Lobb,Conservative,44.9,Ben Ben,Conservative,44.9
35040,Huron--Bruce,Jutta Splettstoesser,Green Party,2.4,Ben Ben,Conservative,44.9
35040,Huron--Bruce,Allan Thompson,Liberal,39.7,Ben Ben,Conservative,44.9
35041,Kanata--Carleton,John Hansen,NDP-New Democratic Party,6.8,Karen Karen,Liberal,51.3
35041,Kanata--Carleton,Karen McCrimmon,Liberal,51.3,Karen Karen,Liberal,51.3
35041,Kanata--Carleton,Walter Pamic,Conservative,39.2,Karen Karen,Liberal,51.3
35041,Kanata--Carleton,Andrew West,Green Party,2.7,Karen Karen,Liberal,51.3
35042,Kenora,Kelvin Boucher-Chicago,Independent,0.5,Bob Bob,Liberal,35.5
35042,Kenora,Howard Hampton,NDP-New Democratic Party,33.9,Bob Bob,Liberal,35.5
35042,Kenora,Ember C. McKillop,Green Party,1.6,Bob Bob,Liberal,35.5
35042,Kenora,Bob Nault,Liberal,35.5,Bob Bob,Liberal,35.5
35042,Kenora,Greg Rickford,Conservative,28.5,Bob Bob,Liberal,35.5
35043,King--Vaughan,Ann Raney,Green Party,1.9,Deb Deb,Liberal,47.4
35043,King--Vaughan,Natalie Rizzo,NDP-New Democratic Party,6.5,Deb Deb,Liberal,47.4
35043,King--Vaughan,Deb Schulte,Liberal,47.4,Deb Deb,Liberal,47.4
35043,King--Vaughan,Konstantin Toubis,Conservative,44.2,Deb Deb,Liberal,47.4
35044,Kingston and the Islands,Daniel Beals,NDP-New Democratic Party,17.0,Mark Mark,Liberal,55.4
35044,Kingston and the Islands,Andy Brooke,Conservative,22.7,Mark Mark,Liberal,55.4
35044,Kingston and the Islands,Mark Gerretsen,Liberal,55.4,Mark Mark,Liberal,55.4
35044,Kingston and the Islands,Luke McAllister,Libertarian,0.5,Mark Mark,Liberal,55.4
35044,Kingston and the Islands,Nathan Townend,Green Party,4.5,Mark Mark,Liberal,55.4
35045,Kitchener Centre,Susan Cadell,NDP-New Democratic Party,16.6,Raj Raj,Liberal,48.8
35045,Kitchener Centre,Julian Ichim,Marxist-Leninist,0.2,Raj Raj,Liberal,48.8
35045,Kitchener Centre,Slavko Miladinovic,Libertarian,1.0,Raj Raj,Liberal,48.8
35045,Kitchener Centre,Raj Saini,Liberal,48.8,Raj Raj,Liberal,48.8
35045,Kitchener Centre,Nicholas Wendler,Green Party,3.1,Raj Raj,Liberal,48.8
35045,Kitchener Centre,Stephen Woodworth,Conservative,30.4,Raj Raj,Liberal,48.8
35046,Kitchener--Conestoga,Harold Albrecht,Conservative,43.3,Harold Harold,Conservative,43.3
35046,Kitchener--Conestoga,Richard Hodgson,Libertarian,1.4,Harold Harold,Conservative,43.3
35046,Kitchener--Conestoga,Bob Jonkman,Green Party,2.8,Harold Harold,Conservative,43.3
35046,Kitchener--Conestoga,Tim Louis,Liberal,42.8,Harold Harold,Conservative,43.3
35046,Kitchener--Conestoga,James Villeneuve,NDP-New Democratic Party,9.8,Harold Harold,Conservative,43.3
35047,Kitchener South--Hespeler,Elaine Baetz,Marxist-Leninist,0.2,Marwan Marwan,Liberal,42.3
35047,Kitchener South--Hespeler,Lorne Bruce,NDP-New Democratic Party,15.6,Marwan Marwan,Liberal,42.3
35047,Kitchener South--Hespeler,Marian Gagné,Conservative,36.7,Marwan Marwan,Liberal,42.3
35047,Kitchener South--Hespeler,Nathan Lajeunesse,Libertarian,1.6,Marwan Marwan,Liberal,42.3
35047,Kitchener South--Hespeler,Marwan Tabbara,Liberal,42.3,Marwan Marwan,Liberal,42.3
35047,Kitchener South--Hespeler,David Weber,Green Party,3.7,Marwan Marwan,Liberal,42.3
35048,Lambton--Kent--Middlesex,Ken Filson,Liberal,29.4,Bev Bev,Conservative,50.2
35048,Lambton--Kent--Middlesex,Rex Isaac,NDP-New Democratic Party,17.0,Bev Bev,Conservative,50.2
35048,Lambton--Kent--Middlesex,Jim Johnston,Green Party,3.3,Bev Bev,Conservative,50.2
35048,Lambton--Kent--Middlesex,Bev Shipley,Conservative,50.2,Bev Bev,Conservative,50.2
35049,Lanark--Frontenac--Kingston,Phil Archambault,Liberal,33.8,Scott Scott,Conservative,47.9
35049,Lanark--Frontenac--Kingston,Mark Budd,Libertarian,0.7,Scott Scott,Conservative,47.9
35049,Lanark--Frontenac--Kingston,John Fenik,NDP-New Democratic Party,14.1,Scott Scott,Conservative,47.9
35049,Lanark--Frontenac--Kingston,Anita Payne,Green Party,3.5,Scott Scott,Conservative,47.9
35049,Lanark--Frontenac--Kingston,Scott Reid,Conservative,47.9,Scott Scott,Conservative,47.9
35050,Leeds-Grenville-Thousand Islands and Rideau Lakes,Margaret Andrade,NDP-New Democratic Party,8.4,Gord Gord,Conservative,47.4
35050,Leeds-Grenville-Thousand Islands and Rideau Lakes,Gord Brown,Conservative,47.4,Gord Gord,Conservative,47.4
35050,Leeds-Grenville-Thousand Islands and Rideau Lakes,Mary Jean McFall,Liberal,40.6,Gord Gord,Conservative,47.4
35050,Leeds-Grenville-Thousand Islands and Rideau Lakes,Lorraine A. Rekmans,Green Party,3.7,Gord Gord,Conservative,47.4
35051,London--Fanshawe,Suzanna Dieleman,Conservative,27.2,Irene Irene,NDP-New Democratic Party,37.8
35051,London--Fanshawe,Ali Hamadi,Independent,0.6,Irene Irene,NDP-New Democratic Party,37.8
35051,London--Fanshawe,Irene Mathyssen,NDP-New Democratic Party,37.8,Irene Irene,NDP-New Democratic Party,37.8
35051,London--Fanshawe,Matthew Peloza,Green Party,2.9,Irene Irene,NDP-New Democratic Party,37.8
35051,London--Fanshawe,Khalil Ramal,Liberal,31.4,Irene Irene,NDP-New Democratic Party,37.8
35052,London North Centre,Carol Dyck,Green Party,3.6,Peter Peter,Liberal,50.5
35052,London North Centre,Peter Fragiskatos,Liberal,50.5,Peter Peter,Liberal,50.5
35052,London North Centre,German Gutierrez,NDP-New Democratic Party,14.7,Peter Peter,Liberal,50.5
35052,London North Centre,Marvin Roman,Marxist-Leninist,0.2,Peter Peter,Liberal,50.5
35052,London North Centre,Susan Truppe,Conservative,31.1,Peter Peter,Liberal,50.5
35053,London West,Jacques Y. Boudreau,Libertarian,1.1,Kate Kate,Liberal,45.8
35053,London West,Ed Holder,Conservative,35.3,Kate Kate,Liberal,45.8
35053,London West,Dimitri Lascaris,Green Party,2.8,Kate Kate,Liberal,45.8
35053,London West,Michael Lewis,Communist,0.1,Kate Kate,Liberal,45.8
35053,London West,Matthew Rowlinson,NDP-New Democratic Party,14.8,Kate Kate,Liberal,45.8
35053,London West,Kate Young,Liberal,45.8,Kate Kate,Liberal,45.8
35054,Markham--Stouffville,Paul Calandra,Conservative,42.8,Jane Jane,Liberal,49.2
